Order Date,Country,City,Region,Customer,Industry,Product,Sales,Quantity,Discount,Profit,Selling Price,Cost Price,Year,Month
2021-09-17,France,Paris,EMEA,Intel,Tech,SaaS Connector Pack - Gold,3.264,2,0.2,1.1016,2.0399999999999996,1.3515,2021,9
2021-09-17,France,Paris,EMEA,Intel,Tech,ChatBot Plugin,86.304,6,0.2,9.7092,17.98,15.95725,2021,9
2021-09-17,France,Paris,EMEA,Intel,Tech,ContactMatcher,6.858,6,0.7,-5.715,3.809999999999999,6.984999999999999,2021,9
2021-09-17,France,Paris,EMEA,Intel,Tech,ChatBot Plugin,15.76,2,0.2,3.546,9.85,7.63375,2021,9
2023-10-20,Japan,Tokyo,APJ,Glencore,Misc,Support,29.472,3,0.2,9.9468,12.28,8.1355,2023,10
2022-12-09,Japan,Aichi,APJ,Procter & Gamble,Consumer Products,Site Analytics,1097.544,7,0.2,123.4737,195.99,173.941125,2022,12
2022-12-09,Japan,Aichi,APJ,Procter & Gamble,Consumer Products,SaaS Connector Pack,190.92,5,0.6,-147.963,95.46,169.44149999999996,2022,12
2021-12-27,Japan,Tokyo,APJ,Banco Santander,Finance,SaaS Connector Pack - Gold,113.328,9,0.2,35.415,15.74,10.821250000000001,2021,12
2021-12-27,Japan,Tokyo,APJ,Banco Santander,Finance,Marketing Suite,532.3992,3,0.32,-46.9764,260.98,284.0076470588235,2021,12
2021-12-27,Japan,Tokyo,APJ,Banco Santander,Finance,FinanceHub,212.058,3,0.3,-15.147,100.98,108.19285714285714,2021,12
2021-12-27,Japan,Tokyo,APJ,Banco Santander,Finance,Site Analytics,371.168,4,0.2,41.7564,115.99,102.941125,2021,12
2023-09-11,Australia,Wollongong,APJ,Pemex,Energy,Site Analytics,147.168,4,0.2,16.5564,45.99,40.816125,2023,9
2022-07-18,United States,New York City,AMER,Siemens,Manufacturing,Marketing Suite - Gold,77.88,2,0.0,3.894,38.94,36.992999999999995,2022,7
2023-09-20,Germany,Hanover,EMEA,Samsung Electronics,Tech,Marketing Suite - Gold,95.616,2,0.2,9.5616,59.76,53.784,2023,9
2022-03-12,Luxembourg,Luxembourg,EMEA,Sony,Tech,Data Smasher,45.98,2,0.0,19.7714,22.99,13.104299999999999,2022,3
2022-03-12,Luxembourg,Luxembourg,EMEA,Sony,Tech,ContactMatcher,17.46,2,0.0,8.2062,8.73,4.6269,2022,3
2020-10-20,Brazil,Salvador,AMER,Morgan Stanley,Finance,Marketing Suite - Gold,211.96,4,0.0,8.4784,52.99,50.870400000000004,2020,10
2022-06-21,Philippines,Davao City,APJ,Bank of America Corp.,Finance,Data Smasher,45.0,3,0.0,4.95,15.0,13.35,2022,6
2022-06-21,Philippines,Davao City,APJ,Bank of America Corp.,Finance,Site Analytics,21.8,2,0.0,6.104,10.9,7.848000000000001,2022,6
2021-04-18,India,Kolkata,APJ,Siemens,Manufacturing,ContactMatcher,38.22,6,0.0,17.9634,6.37,3.3760999999999997,2021,4
2021-04-18,India,Kolkata,APJ,Siemens,Manufacturing,FinanceHub,75.18,6,0.0,35.3346,12.530000000000001,6.640900000000001,2021,4
2021-04-18,India,Kolkata,APJ,Siemens,Manufacturing,SaaS Connector Pack,6.16,2,0.0,2.9568,3.08,1.6016000000000001,2021,4
2021-04-18,India,Kolkata,APJ,Siemens,Manufacturing,FinanceHub,89.99,1,0.0,17.0981,89.99,72.89189999999999,2021,4
2022-12-12,United Kingdom,London,EMEA,Tesco,Retail,Storage,15.26,7,0.0,6.2566,2.18,1.2861999999999998,2022,12
2022-12-12,United Kingdom,London,EMEA,Tesco,Retail,Site Analytics,1029.95,5,0.0,298.6855,205.99,146.2529,2022,12
2022-06-18,United Kingdom,Brighton,EMEA,Aviva,Finance,Marketing Suite - Gold,208.56,6,0.0,52.14,34.76,26.070000000000004,2022,6
2022-06-18,United Kingdom,Brighton,EMEA,Aviva,Finance,Support,32.4,5,0.0,15.552,6.4799999999999995,3.3695999999999997,2022,6
2022-06-18,United Kingdom,Brighton,EMEA,Aviva,Finance,FinanceHub,319.41,5,0.1,7.098,70.98,69.40266666666666,2022,6
2022-06-18,United Kingdom,Brighton,EMEA,Aviva,Finance,Support,14.56,2,0.0,6.9888,7.28,3.7856,2022,6
2022-06-18,United Kingdom,Brighton,EMEA,Aviva,Finance,Data Smasher,30.0,2,0.0,3.3,15.0,13.35,2022,6
2022-06-18,United Kingdom,Brighton,EMEA,Aviva,Finance,ContactMatcher,48.48,4,0.2,16.362,15.149999999999999,10.036874999999998,2022,6
2022-06-18,United Kingdom,Brighton,EMEA,Aviva,Finance,ChatBot Plugin,1.68,1,0.0,0.84,1.68,0.84,2022,6
2021-11-24,United States,New York City,AMER,Mondelez International,Consumer Products,Data Smasher,13.98,2,0.0,6.1512,6.99,3.9144,2021,11
2021-11-24,United States,New York City,AMER,Mondelez International,Consumer Products,ContactMatcher,25.824,6,0.2,9.3612,5.38,3.4297500000000003,2021,11
2021-11-24,United States,New York City,AMER,Mondelez International,Consumer Products,Support,146.73,3,0.0,68.9631,48.91,25.922299999999996,2021,11
2021-11-24,United States,New York City,AMER,Mondelez International,Consumer Products,SaaS Connector Pack,79.76,4,0.0,22.3328,19.94,14.356800000000002,2021,11
2021-04-30,Australia,Sydney,APJ,Abbott Laboratories,Healthcare,FinanceHub,213.115,5,0.3,-15.2225,60.89000000000001,65.23928571428573,2021,4
2020-12-05,Chile,Puente Alto,AMER,Morgan Stanley,Finance,ChatBot Plugin,1113.024,8,0.2,111.3024,173.90999999999997,156.51899999999998,2020,12
2020-12-05,Chile,Puente Alto,AMER,Morgan Stanley,Finance,Site Analytics,167.968,4,0.2,62.988,52.489999999999995,32.80624999999999,2020,12
2022-06-05,Spain,Madrid,EMEA,Fannie Mae,Finance,Support,75.88,2,0.0,35.6636,37.94,20.108199999999997,2022,6
2022-09-19,United Kingdom,London,EMEA,Aetna,Healthcare,ContactMatcher,4.616,1,0.2,1.731,5.77,3.6062499999999997,2022,9
2023-09-15,Brazil,Rio de Janeiro,AMER,Intel,Tech,Support,19.05,3,0.0,8.763,6.3500000000000005,3.4290000000000003,2023,9
2021-04-26,South Africa,Cape Town,EMEA,Oracle,Tech,FinanceHub,831.936,8,0.2,-114.3912,129.99,147.863625,2021,4
2021-04-26,South Africa,Cape Town,EMEA,Oracle,Tech,SaaS Connector Pack,97.04,2,0.2,1.213,60.65,59.891875000000006,2021,4
2021-04-26,South Africa,Cape Town,EMEA,Oracle,Tech,Marketing Suite - Gold,72.784,1,0.2,-18.196,90.98,113.725,2021,4
2023-12-10,Japan,Tokyo,APJ,Nissan Motor,Transportation,ContactMatcher,1.248,3,0.8,-1.9344,2.0800000000000005,5.304000000000001,2023,12
2023-12-10,Japan,Tokyo,APJ,Nissan Motor,Transportation,SaaS Connector Pack,9.708,3,0.6,-5.8248,8.09,12.944,2023,12
2023-12-10,Japan,Tokyo,APJ,Nissan Motor,Transportation,Marketing Suite - Gold,27.24,3,0.2,2.724,11.35,10.214999999999998,2023,12
2020-11-26,Japan,Tokyo,APJ,Oracle,Tech,SaaS Connector Pack,19.3,5,0.6,-14.475,9.65,16.887499999999996,2020,11
2022-06-13,Portugal,Lisboa,EMEA,Tyson Foods,Consumer Products,OneView,208.16,1,0.0,56.2032,208.16,151.9568,2022,6
2022-06-13,Portugal,Lisboa,EMEA,Tyson Foods,Consumer Products,ContactMatcher,16.74,3,0.0,8.0352,5.579999999999999,2.9015999999999997,2022,6
2020-10-12,United States,Los Angeles,AMER,Verizon Communications,Communications,ChatBot Plugin,14.9,5,0.0,4.172,2.98,2.1456000000000004,2020,10
2020-10-12,United States,Los Angeles,AMER,Verizon Communications,Communications,Marketing Suite - Gold,21.39,1,0.0,6.2031,21.39,15.186900000000001,2020,10
2021-09-03,Sweden,Uppsala,EMEA,Itochu,Finance,SaaS Connector Pack - Gold,200.984,7,0.2,62.8075,35.89,24.674374999999998,2021,9
2023-11-14,Australia,Sydney,APJ,Royal Dutch Shell,Energy,Marketing Suite - Gold,230.376,3,0.2,-48.9549,95.99,116.387875,2023,11
2023-05-29,Colombia,Bogotá,AMER,Morgan Stanley,Finance,FinanceHub,301.96,2,0.0,33.2156,150.98,134.3722,2023,5
2023-10-27,Luxembourg,Luxembourg,EMEA,Daimler,Transportation,Data Smasher,19.99,1,0.0,6.7966,19.99,13.193399999999999,2023,10
2023-10-27,Luxembourg,Luxembourg,EMEA,Daimler,Transportation,FinanceHub,6.16,2,0.0,2.9568,3.08,1.6016000000000001,2023,10
2022-04-06,Japan,Tokyo,APJ,Fannie Mae,Finance,Marketing Suite - Gold,158.368,7,0.2,13.8572,28.279999999999998,25.805499999999995,2022,4
2022-09-18,United States,New York City,AMER,Daimler,Transportation,ChatBot Plugin,20.1,3,0.0,6.633,6.7,4.489000000000001,2022,9
2022-09-18,United States,New York City,AMER,Daimler,Transportation,Site Analytics,73.584,2,0.2,8.2782,45.99,40.816125,2022,9
2022-09-18,United States,New York City,AMER,Daimler,Transportation,Support,6.48,1,0.0,3.1104,6.48,3.3696000000000006,2022,9
2021-01-31,Luxembourg,Luxembourg,EMEA,Morgan Stanley,Finance,Support,12.96,2,0.0,6.2208,6.48,3.3696000000000006,2021,1
2021-01-31,Luxembourg,Luxembourg,EMEA,Morgan Stanley,Finance,SaaS Connector Pack,53.34,3,0.0,16.5354,17.78,12.268200000000002,2021,1
2021-01-31,Luxembourg,Luxembourg,EMEA,Morgan Stanley,Finance,ContactMatcher,32.96,2,0.0,16.1504,16.48,8.4048,2021,1
2023-11-07,Belgium,Brussels,EMEA,Walgreens,Retail,ContactMatcher,5.682,1,0.7,-3.788,18.939999999999998,31.566666666666663,2023,11
2023-11-10,United Kingdom,London,EMEA,Boeing,Manufacturing,SaaS Connector Pack,96.53,7,0.0,40.5426,13.790000000000001,7.9982,2023,11
2023-06-18,United States,Los Angeles,AMER,Valero Energy,Energy,ContactMatcher,51.312,3,0.2,17.9592,21.379999999999995,13.897,2023,6
2022-09-07,Luxembourg,Luxembourg,EMEA,Nestle,Consumer Products,OneView,77.88,6,0.0,22.5852,12.979999999999999,9.2158,2022,9
2022-08-30,Australia,Sydney,APJ,Philip Morris International,Consumer Products,Support,64.624,7,0.2,22.6184,11.539999999999997,7.500999999999999,2022,8
2022-08-30,Australia,Sydney,APJ,Philip Morris International,Consumer Products,Data Smasher,95.976,3,0.2,-10.7973,39.99,44.488875,2022,8
2022-08-30,Australia,Sydney,APJ,Philip Morris International,Consumer Products,ContactMatcher,1.788,3,0.8,-3.0396,2.9800000000000004,8.046000000000003,2022,8
2022-12-02,Luxembourg,Luxembourg,EMEA,Trafigura Group,Finance,Support,23.92,4,0.0,11.7208,5.98,3.0498000000000003,2022,12
2021-11-13,Russia,Moscow,EMEA,Walmart,Retail,Data Smasher,238.896,6,0.2,-26.8758,49.76999999999999,55.369125,2021,11
2021-11-13,Russia,Moscow,EMEA,Walmart,Retail,SaaS Connector Pack,102.36,3,0.2,-3.8385,42.65,44.24937499999999,2021,11
2021-11-13,Russia,Moscow,EMEA,Walmart,Retail,ContactMatcher,36.882,3,0.7,-25.8174,40.97999999999999,69.66599999999998,2021,11
2023-11-24,Sweden,Stockholm,EMEA,Cisco Systems,Tech,Data Smasher,74.112,8,0.2,17.6016,11.579999999999998,8.829749999999997,2023,11
2023-11-24,Sweden,Stockholm,EMEA,Cisco Systems,Tech,Site Analytics,27.992,1,0.2,2.0994,34.99,32.36575,2023,11
2023-11-24,Sweden,Stockholm,EMEA,Cisco Systems,Tech,ChatBot Plugin,3.304,1,0.2,1.0738,4.13,2.78775,2023,11
2021-10-15,Australia,Canberra,APJ,Nissan Motor,Transportation,Data Smasher,339.96,5,0.2,67.992,84.98999999999998,67.99199999999999,2021,10
2023-12-26,United Kingdom,London,EMEA,Prudential Financial,Finance,SaaS Connector Pack,41.96,2,0.0,10.9096,20.98,15.525200000000002,2023,12
2022-11-04,Netherlands,The Hague,EMEA,Walmart,Retail,ChatBot Plugin,75.96,2,0.0,22.788,37.98,26.586,2022,11
2022-11-04,Netherlands,The Hague,EMEA,Walmart,Retail,ContactMatcher,27.24,6,0.0,13.3476,4.54,2.3154,2022,11
2020-08-25,Mexico,Mexico City,AMER,Amazon,Tech,Storage,40.096,14,0.2,14.5348,3.579999999999999,2.2822499999999994,2020,8
2020-08-25,Mexico,Mexico City,AMER,Amazon,Tech,SaaS Connector Pack - Gold,4.72,2,0.2,1.652,2.9499999999999997,1.9174999999999998,2020,8
2020-08-25,Mexico,Mexico City,AMER,Amazon,Tech,Support,23.976,3,0.2,7.4925,9.99,6.868124999999999,2020,8
2020-08-25,Mexico,Mexico City,AMER,Amazon,Tech,SaaS Connector Pack - Gold,130.464,6,0.2,44.0316,27.179999999999996,18.00675,2020,8
2021-03-02,Canada,Toronto,AMER,Trafigura Group,Finance,ContactMatcher,787.53,3,0.0,165.3813,262.51,207.38289999999998,2021,3
2021-04-05,South Africa,Cape Town,EMEA,Gazprom,Energy,ContactMatcher,157.794,1,0.7,-115.7156,525.9799999999999,911.6986666666664,2021,4
2022-06-13,Philippines,Manila,APJ,Aetna,Healthcare,SaaS Connector Pack,47.04,3,0.0,18.3456,15.68,9.5648,2022,6
2022-06-13,Philippines,Manila,APJ,Aetna,Healthcare,ContactMatcher,30.84,4,0.0,13.878,7.71,4.2405,2022,6
2022-06-13,Philippines,Manila,APJ,Aetna,Healthcare,Marketing Suite - Gold,226.56,6,0.0,63.4368,37.76,27.1872,2022,6
2022-06-13,Philippines,Manila,APJ,Aetna,Healthcare,SaaS Connector Pack - Gold,115.02,9,0.0,51.759,12.78,7.029,2022,6
2022-06-13,Philippines,Manila,APJ,Aetna,Healthcare,Site Analytics,68.04,7,0.0,19.7316,9.72,6.901200000000001,2022,6
2020-12-26,Japan,Tokyo,APJ,FedEx,Transportation,FinanceHub,600.558,3,0.3,-8.5794,285.98,290.0654285714286,2020,12
2020-09-20,Australia,Geelong,APJ,Tesco,Retail,ContactMatcher,617.7,6,0.5,-407.682,205.9,341.79400000000004,2020,9
2023-11-06,Chile,Santiago,AMER,Honda Motor,Manufacturing,ContactMatcher,2.388,2,0.7,-1.8308,3.979999999999999,7.031333333333332,2023,11
2023-11-06,Chile,Santiago,AMER,Honda Motor,Manufacturing,Marketing Suite - Gold,243.992,7,0.2,30.499,43.56999999999999,38.123749999999994,2023,11
2022-11-07,United States,New York City,AMER,Prudential Financial,Finance,FinanceHub,81.424,2,0.2,-9.1602,50.89,56.615125000000006,2022,11
2022-11-07,United States,New York City,AMER,Prudential Financial,Finance,SaaS Connector Pack,238.56,3,0.0,26.2416,79.52,70.7728,2022,11
2023-02-03,Mexico,Mexico City,AMER,Banco Santander,Finance,Site Analytics,59.97,5,0.4,-11.994,19.990000000000002,23.988,2023,2
2023-02-03,Mexico,Mexico City,AMER,Banco Santander,Finance,Support,78.304,2,0.2,29.364,48.94,30.5875,2023,2
2023-02-03,Mexico,Mexico City,AMER,Banco Santander,Finance,Storage,21.456,9,0.2,6.9732,2.9799999999999995,2.0115,2023,2
2022-10-14,United States,Aurora,AMER,CVS Health,Retail,Support,20.04,3,0.0,9.6192,6.68,3.4736,2022,10
2022-10-14,United States,Aurora,AMER,CVS Health,Retail,Support,35.44,1,0.0,16.6568,35.44,18.783199999999997,2022,10
2022-10-14,United States,Aurora,AMER,CVS Health,Retail,ChatBot Plugin,11.52,4,0.0,3.456,2.88,2.016,2022,10
2022-10-14,United States,Aurora,AMER,CVS Health,Retail,Storage,4.02,2,0.0,1.9698,2.01,1.0250999999999997,2022,10
2022-10-14,United States,Aurora,AMER,CVS Health,Retail,ContactMatcher,76.176,3,0.2,26.6616,31.74,20.631,2022,10
2022-10-14,United States,Aurora,AMER,CVS Health,Retail,Support,65.88,6,0.0,18.4464,10.979999999999999,7.9056,2022,10
2022-10-14,United States,Aurora,AMER,CVS Health,Retail,SaaS Connector Pack,43.12,14,0.0,20.6976,3.0799999999999996,1.6015999999999997,2022,10
2022-09-06,France,Paris,EMEA,General Motors,Manufacturing,SaaS Connector Pack,82.8,2,0.2,10.35,51.74999999999999,45.28125,2022,9
2023-09-19,United States,Los Angeles,AMER,State Farm Insurance Cos.,Finance,ChatBot Plugin,8.82,3,0.0,2.3814,2.94,2.1462,2023,9
2023-09-19,United States,Los Angeles,AMER,State Farm Insurance Cos.,Finance,SaaS Connector Pack - Gold,10.86,3,0.0,5.1042,3.6199999999999997,1.9185999999999999,2023,9
2023-09-19,United States,Los Angeles,AMER,State Farm Insurance Cos.,Finance,Support,143.7,3,0.0,68.976,47.9,24.907999999999998,2023,9
2023-12-23,Poland,Warsaw,EMEA,Comcast,Communications,OneView,839.43,3,0.0,218.2518,279.81,207.05939999999998,2023,12
2021-09-07,United States,Newark,AMER,AmerisourceBergen,Healthcare,Marketing Suite - Gold,671.93,7,0.0,20.1579,95.99,93.11029999999998,2021,9
2020-10-22,Mexico,Monterrey,AMER,Toyota Motor,Manufacturing,SaaS Connector Pack,93.888,4,0.2,12.9096,29.34,25.30575,2020,10
2022-12-06,Italy,Rome,EMEA,Walmart,Retail,Site Analytics,384.45,11,0.0,103.8015,34.949999999999996,25.5135,2022,12
2022-12-06,Italy,Rome,EMEA,Walmart,Retail,Site Analytics,149.97,3,0.0,5.9988,49.99,47.9904,2022,12
2022-12-06,Italy,Rome,EMEA,Walmart,Retail,FinanceHub,1951.84,8,0.0,585.552,243.98,170.786,2022,12
2022-12-06,Italy,Rome,EMEA,Walmart,Retail,ContactMatcher,171.55,5,0.0,80.6285,34.31,18.1843,2022,12
2022-03-14,Chile,Puente Alto,AMER,Johnson & Johnson,Healthcare,OneView,157.92,5,0.2,17.766,39.48,35.0385,2022,3
2022-03-14,Chile,Puente Alto,AMER,Johnson & Johnson,Healthcare,Site Analytics,203.184,2,0.2,15.2388,126.99,117.46575,2022,3
2021-05-31,United States,Chicago,AMER,Engie,Energy,Support,58.38,7,0.0,26.271,8.34,4.587000000000001,2021,5
2021-05-31,United States,Chicago,AMER,Engie,Energy,Support,105.52,4,0.0,48.5392,26.38,14.245199999999999,2021,5
2021-05-31,United States,Chicago,AMER,Engie,Energy,Marketing Suite - Gold,80.88,6,0.0,21.0288,13.479999999999999,9.9752,2021,5
2021-05-28,Canada,Toronto,AMER,HonHai Precision Industry,Tech,ChatBot Plugin,6.63,3,0.0,1.7901,2.21,1.6133,2021,5
2020-03-01,Canada,Toronto,AMER,American Express,Finance,FinanceHub,457.568,2,0.2,51.4764,285.97999999999996,253.80724999999998,2020,3
2022-11-21,Singapore,Singapore,APJ,Daimler,Transportation,FinanceHub,14.62,2,0.0,6.8714,7.31,3.8742999999999994,2022,11
2022-11-21,Singapore,Singapore,APJ,Daimler,Transportation,Site Analytics,944.93,7,0.0,236.2325,134.98999999999998,101.24249999999999,2022,11
2022-05-12,United States,New York City,AMER,J.P. Morgan Chase & Co.,Finance,Support,5.98,1,0.0,2.691,5.98,3.2890000000000006,2022,5
2021-12-28,France,Paris,EMEA,Kroger,Retail,Data Smasher,54.384,2,0.2,1.3596,33.989999999999995,33.140249999999995,2021,12
2022-11-17,New Zealand,Wellington,APJ,Mondelez International,Consumer Products,SaaS Connector Pack - Gold,28.4,5,0.0,13.348,5.68,3.0103999999999997,2022,11
2022-11-08,Canada,Toronto,AMER,Volkswagen,Manufacturing,ContactMatcher,27.68,2,0.2,9.688,17.299999999999997,11.244999999999997,2022,11
2020-09-08,Japan,Osaka,APJ,Nissan Motor,Transportation,ChatBot Plugin,9.936,3,0.2,2.7324,4.14,3.0014999999999996,2020,9
2020-09-08,Japan,Osaka,APJ,Nissan Motor,Transportation,Big Ol Database,8159.952,8,0.4,-1359.992,1699.99,1983.3216666666667,2020,9
2020-09-08,Japan,Osaka,APJ,Nissan Motor,Transportation,Marketing Suite - Gold,275.928,3,0.2,-58.6347,114.96999999999998,139.401125,2020,9
2020-09-08,Japan,Osaka,APJ,Nissan Motor,Transportation,FinanceHub,1740.06,9,0.3,-24.858,276.20000000000005,280.1457142857143,2020,9
2020-09-08,Japan,Osaka,APJ,Nissan Motor,Transportation,ChatBot Plugin,32.064,6,0.2,6.8136,6.68,5.2604999999999995,2020,9
2020-09-08,Japan,Osaka,APJ,Nissan Motor,Transportation,OneView,177.98,5,0.8,-453.849,177.98000000000002,631.8290000000001,2020,9
2020-09-08,Japan,Osaka,APJ,Nissan Motor,Transportation,Site Analytics,143.976,3,0.2,8.9985,59.99,56.240624999999994,2020,9
2020-08-05,United States,New York City,AMER,Chevron,Energy,Support,20.94,3,0.0,9.8418,6.98,3.6994000000000007,2020,8
2020-08-05,United States,New York City,AMER,Chevron,Energy,Support,110.96,2,0.0,53.2608,55.48,28.849599999999995,2020,8
2020-08-05,United States,New York City,AMER,Chevron,Energy,FinanceHub,340.144,7,0.2,21.259,60.74,56.94375,2020,8
2020-09-14,Australia,Sydney,APJ,Royal Dutch Shell,Energy,OneView,52.448,2,0.8,-131.12,131.12000000000003,458.92000000000013,2020,9
2020-09-14,Australia,Sydney,APJ,Royal Dutch Shell,Energy,FinanceHub,20.16,4,0.2,6.552,6.3,4.2524999999999995,2020,9
2023-04-22,Japan,Tokyo,APJ,Wells Fargo,Finance,OneView,97.264,4,0.8,-243.16,121.58000000000003,425.5300000000001,2023,4
2021-11-21,Mexico,Monterrey,AMER,Oracle,Tech,FinanceHub,396.802,7,0.3,-11.3372,80.98,83.29371428571429,2021,11
2021-11-21,Mexico,Monterrey,AMER,Oracle,Tech,Support,15.88,5,0.2,-3.7715,3.97,4.9128750000000005,2021,11
2021-12-15,United Kingdom,London,EMEA,Microsoft,Tech,ChatBot Plugin,3.28,1,0.0,1.4104,3.28,1.8695999999999997,2021,12
2020-12-05,Australia,Melbourne,APJ,Merck,Healthcare,Marketing Suite - Gold,24.816,2,0.2,1.8612,15.509999999999998,14.346749999999998,2020,12
2020-12-05,Australia,Melbourne,APJ,Merck,Healthcare,Data Smasher,408.744,7,0.2,76.6395,72.99,59.304375,2020,12
2020-11-19,Czech Republic,Prague,EMEA,Merck,Healthcare,Site Analytics,503.96,4,0.0,131.0296,125.99,93.23259999999999,2020,11
2020-11-19,Czech Republic,Prague,EMEA,Merck,Healthcare,Site Analytics,149.95,5,0.0,41.986,29.99,21.5928,2020,11
2020-11-19,Czech Republic,Prague,EMEA,Merck,Healthcare,Data Smasher,29.0,2,0.0,7.25,14.5,10.875,2020,11
2022-11-29,Saudi Arabia,Riyadh,EMEA,J.P. Morgan Chase & Co.,Finance,ContactMatcher,7.16,2,0.0,3.4368,3.58,1.8616000000000001,2022,11
2020-08-26,United States,Raleigh,AMER,AT&T,Communications,Data Smasher,176.8,8,0.0,22.984,22.1,19.227,2020,8
2022-07-17,Japan,Tokyo,APJ,Carrefour,Retail,Marketing Suite - Gold,37.224,3,0.2,3.7224,15.509999999999998,13.958999999999998,2022,7
2022-07-17,Japan,Saitama,APJ,Carrefour,Retail,Support,20.016,3,0.2,6.255,8.339999999999998,5.73375,2022,7
2021-10-12,United Kingdom,London,EMEA,HonHai Precision Industry,Tech,Marketing Suite,899.136,4,0.2,112.392,280.97999999999996,245.85749999999996,2021,10
2021-10-12,United Kingdom,London,EMEA,HonHai Precision Industry,Tech,Site Analytics,71.76,6,0.0,20.0928,11.96,8.611200000000002,2021,10
